"cd_procedimento";"ano_realizacao";"n_procedimento";"custo_procedimento"
"30101352";"2021";162;45597.94
"30101387";"2021";8;2151
"30101441";"2021";1822;577683.29
"30101450";"2021";120651.72;28814135.31
"30101468";"2021";365140;57111295.05
"30101476";"2021";3346.8;1176175.51
"30101506";"2021";95917.02;6321924.88
"30101590";"2021";20074.02;3683267.32
"30101611";"2021";753;86470.48
"30101646";"2021";54800.48;2456096.3
"30101662";"2021";8369.7;1119438.29
"30101670";"2021";6868.28;1583033.3
"30101824";"2021";36;18264.28
"30101913";"2021";82529.44;15257975.42
"30101956";"2021";104.5;12745.54
"30201012";"2021";166;20013.35
"30201055";"2021";513;71774.31
"30201063";"2021";662.84;150280.38
"30202027";"2021";762;167699.51
"30202159";"2021";37947;5184925.58
"30203031";"2021";226;26395.01
"30204011";"2021";528.5;79353.58
"30204038";"2021";434.83;121808.24
"30204097";"2021";145;110480.45
"30204100";"2021";18;7040.02
"30205018";"2021";806;146070.17
"30205077";"2021";519.5;90226.06
"30205107";"2021";81;16384.24
"30207223";"2021";2580;548837.11
"30207231";"2021";236;39817.94
"30208041";"2021";282.29;351436.67
"30210119";"2021";10200.7;2062669.06
"30210127";"2021";16073.3;3934424.51
"30211018";"2021";344.42;29143.87
"30212103";"2021";156.5;28788.74
"30212120";"2021";279;40905.84
"30213010";"2021";3331.5;990661.96
"30214017";"2021";26;11970.42
"30301017";"2021";1745.5;145993.66
"30301025";"2021";309;29378.39
"30301033";"2021";187;50378.56
"30301041";"2021";9321.1;982110.8
"30301050";"2021";3425.64;625285.97
"30301068";"2021";739;168024.8
"30301076";"2021";30;8709.12
"30301084";"2021";9899.4;3050390.75
"30301114";"2021";65.84;13704.13
"30301122";"2021";10049.7;423678.67
"30301130";"2021";2072;285012.21
"30301149";"2021";41;10972.67
"30301157";"2021";823.87;506227.88
"30301190";"2021";36157.3;7157997.38
"30301203";"2021";316.84;99991.76
"30301238";"2021";1831;256353.06
"30301246";"2021";321;65724.03
"30301254";"2021";9;1306.43
"30301262";"2021";1531.24;355919.45
"30303028";"2021";218;18045.29
"30303044";"2021";1899.5;96660.78
"30303052";"2021";1185;310037.94
"30303060";"2021";36192.5;5716831.67
"30303087";"2021";1174;149862.19
"30304016";"2021";161;11567.54
"30304032";"2021";52882.5;2553056.82
"30304040";"2021";781;529419.36
"30304059";"2021";1239.5;272241.88
"30304083";"2021";5200;5715468.64
"30304091";"2021";10322.11;7436335.93
"30304105";"2021";32770.3;28413041.73
"30305012";"2021";1507;335013.83
"30306019";"2021";150051;39259197.29
"30306027";"2021";452228.65;354764518.3
"30306035";"2021";4151;2637082.61
"30306043";"2021";1876;1191269.48
"30306060";"2021";3303.5;1199984.14
"30306078";"2021";571;157947.5
"30307082";"2021";3278.5;1252433.26
"30307139";"2021";1568;1364756.46
"30307147";"2021";220945.98;136564394.8
"30308011";"2021";23;2548.34
"30310016";"2021";4;617.42
"30310024";"2021";786;187242.3
"30310067";"2021";5829.5;1754867.68
"30310075";"2021";828;532076.83
"30310083";"2021";28418.6;6019881.66
"30310105";"2021";293;60799.14
"30310113";"2021";54;10845.14
"30311012";"2021";38;34531.54
"30311055";"2021";951.7;223032.81
"30312043";"2021";112037.3;27339633.65
"30312124";"2021";79;97115
"30312132";"2021";8986;8017753.6
"30312159";"2021";41;32107.81
"30313040";"2021";1176;79100.06
"30313066";"2021";8655.5;741760.9
"30401011";"2021";39;3294.21
"30401038";"2021";263;56837.15
"30401046";"2021";80;45555.75
"30401054";"2021";1936;522422.17
"30401100";"2021";76;19088.43
"30402018";"2021";118309;4411731.16
"30402026";"2021";2652;312987.85
"30402042";"2021";111211;13991616.97
"30402050";"2021";615.7;103839.78
"30402077";"2021";6364;432872.48
"30402093";"2021";139;26254.69
"30403014";"2021";925;29160.64
"30403103";"2021";1968;133031.75
"30403162";"2021";1069.5;64128.17
"30501016";"2021";732;113296.27
"30501024";"2021";54.42;29669.45
"30501059";"2021";475;39506.99
"30501067";"2021";19871.77;2494980.56
"30501075";"2021";4435;221355.67
"30501091";"2021";215.83;42845.24
"30501113";"2021";35450.2;2761067.05
"30501121";"2021";186;143891.79
"30501130";"2021";261.4;178776.24
"30501156";"2021";1053;316933.54
"30501164";"2021";7705;1109756.49
"30501172";"2021";68;26042.32
"30501199";"2021";83;32589.38
"30501237";"2021";343;120258.17
"30501288";"2021";519.7;207789.32
"30501377";"2021";1172.5;110483.58
"30501440";"2021";109.5;36871.64
"30501474";"2021";62;17115.34
"30501482";"2021";265.43;237947.8
"30501547";"2021";41;4699.29
"30502160";"2021";78;20472
"30502179";"2021";3009;366485.87
"30502195";"2021";24;5942.54
"30601223";"2021";14;4480.82
"30601231";"2021";2363;207331.21
"30601266";"2021";27;3288.22
"30601304";"2021";3242;190585.25
"30601312";"2021";20;2360.75
"30602017";"2021";693;189912.05
"30602025";"2021";682.7;16494.05
"30602050";"2021";2137.5;246908.56
"30602068";"2021";3701.1;158163.93
"30602181";"2021";28238;4542398.44
"30602335";"2021";328;72594.98
"30710022";"2021";13502;1937504
"30710030";"2021";1494.2;274516.19
"30710057";"2021";643.5;117819.01
"30713137";"2021";667495.24;44000680.98
"30713145";"2021";108972;9839271.87
"30714028";"2021";102;23518.41
"30715040";"2021";27;9650.95
"30715121";"2021";4156.5;417712.83
"30715130";"2021";623;83468.67
"30715156";"2021";687;194490.82
"30715237";"2021";33341;5183961.95
"30715407";"2021";138;19571.07
"30717086";"2021";3955;397748.01
"30717094";"2021";8816.3;1195987.22
"30717175";"2021";814;96221.37
"30718040";"2021";2261;392629.6
"30718066";"2021";5793;546654.9
"30718104";"2021";6;875.62
"30719054";"2021";24;4081.73
"30719070";"2021";6274.7;576222.06
"30719097";"2021";10487.68;2257938.92
"30719119";"2021";3953.1;499010.69
"30720044";"2021";30;6054.61
"30720087";"2021";7965;700744.31
"30720109";"2021";6215.3;1323144.52
"30721091";"2021";8;1394.11
"30721105";"2021";0;0
"30721130";"2021";14099.3;1227595.27
"30721156";"2021";774;85827.32
"30721172";"2021";1040;122722.14
"30721180";"2021";10571.3;2313266.86
"30722012";"2021";151;19869.48
"30722160";"2021";43;9906.44
"30722292";"2021";1477;221949.2
"30722349";"2021";13413.08;1125246.91
"30722357";"2021";158;9481.49
"30722365";"2021";51;13829.97
"30722373";"2021";3435.5;248428.44
"30722381";"2021";4130;342174.63
"30722403";"2021";5930;365868.86
"30722446";"2021";3738;358403.57
"30722497";"2021";858.5;98232.07
"30722527";"2021";172;45162.52
"30722535";"2021";270.42;93845.18
"30722551";"2021";1948;350979.11
"30722586";"2021";351;45623.42
"30722632";"2021";399.5;262270.98
"30722640";"2021";513.5;129523.08
"30722691";"2021";20;1519.5
"30722713";"2021";788;111016.48
"30722764";"2021";2155;127732.44
"30722900";"2021";153;12874.69
"30722918";"2021";3;1071.53
"30723035";"2021";728;62416.8
"30723060";"2021";187;21630.31
"30723094";"2021";46;7009.61
"30723108";"2021";54;6037.09
"30723116";"2021";49;6781.28
"30723124";"2021";166;18870.41
"30724163";"2021";141;37759.18
"30725062";"2021";54;7278.45
"30725100";"2021";584;103702.27
"30725178";"2021";6;2278.12
"30725186";"2021";59;7478.84
"30725194";"2021";9;1454.53
"30725208";"2021";27;11706.65
"30726050";"2021";78.5;39613.13
"30726085";"2021";2702;310209.52
"30726115";"2021";1267;155950.63
"30726174";"2021";34491.5;3605630.91
"30727057";"2021";41;10279.18
"30727103";"2021";1323;133725.74
"30727120";"2021";666;102129.42
"30727146";"2021";1622;276993.7
"30727197";"2021";318;65214.21
"30728088";"2021";27;3617.69
"30728096";"2021";8248;765897.03
"30728118";"2021";4934.8;753099.63
"30728134";"2021";38586.5;5105462.77
"30729068";"2021";68;16153.45
"30729114";"2021";1279.5;97190.74
"30729130";"2021";31623.5;2377183.61
"30729149";"2021";9539.1;924418.03
"30729165";"2021";13721.88;1351665.64
"30729262";"2021";1116;99359.31
"30729343";"2021";876.5;334290.2
"30730023";"2021";140;271545.84
"30730112";"2021";237;53346.5
"30730163";"2021";13457;1668499.47
"30730171";"2021";11615;1591323.29
"30731011";"2021";92.5;18328.57
"30731020";"2021";138;22589.24
"30731046";"2021";1223.22;174732.59
"30731089";"2021";412.42;187049.01
"30731186";"2021";84.5;15950.46
"30731194";"2021";75.5;22993.6
"30731259";"2021";213;23076.31
"30801044";"2021";89;19738.71
"30801184";"2021";5;2513.65
"30803241";"2021";123;53809.1
"30804019";"2021";259;132629.96
"30804086";"2021";1104.5;207182.81
"30804116";"2021";601;86202.08
"30805023";"2021";88;44278.29
"30904013";"2021";85;7867.28
"30907071";"2021";3399.7;606427.25
"30908027";"2021";606;332528.66
"30908078";"2021";312;108050.68
"30909023";"2021";16798;7658431.85
"30909031";"2021";1752300;425106448.2
"30909139";"2021";72523;35046136.65
"30909147";"2021";18378;9802662.87
"30911176";"2021";19;18320.58
"30912156";"2021";9;9989.01
"30913012";"2021";20018.14;5327038.89
"30913071";"2021";20;3606.19
"30913080";"2021";74.7;26323.38
"30913098";"2021";2102.7;337744.04
"30913128";"2021";4648.77;1124115.17
"30913144";"2021";865;382997.17
"30913152";"2021";154;69870.56
"30914124";"2021";24.5;7500.74
"30918014";"2021";2415;1403668.69
"30918022";"2021";1025.5;502320.66
"30918030";"2021";477;266622.28
"31004016";"2021";1372.53;271305.85
"31004024";"2021";397.17;158994.23
"31004032";"2021";9;2203.5
"31004040";"2021";98;17522.37
"31004067";"2021";32399;2282829.73
"31004180";"2021";27670;2386564.69
"31004199";"2021";15501;2327065.72
"31004229";"2021";7020.2;1021575.75
"31004253";"2021";34;9585.11
"31004318";"2021";3228;331695.79
"31005071";"2021";700.7;339834.97
"31005080";"2021";4;2246.93
"31005675";"2021";1540.42;508412.53
"31005691";"2021";158;63341.61
"31007015";"2021";7;1423.82
"31008011";"2021";5539;1743090.16
"31008020";"2021";614;335866.42
"31008038";"2021";14369;17369128.39
"31009018";"2021";345.5;64212.31
"31009026";"2021";142;51195.63
"31009352";"2021";1217.75;1029203.62
"31101089";"2021";17;5138.43
"31101313";"2021";229.5;169115.19
"31101402";"2021";492;223610.71
"31102026";"2021";56.5;35134.22
"31103030";"2021";6461.28;1384974.85
"31103057";"2021";15.5;9342.46
"31103189";"2021";65;20773.03
"31103197";"2021";296;67888.9
"31103235";"2021";2123;521401.95
"31103391";"2021";63.5;21617.92
"31103405";"2021";92;8904.9
"31103430";"2021";166.5;21589.79
"31103596";"2021";251.5;94777.48
"31104010";"2021";24;2416.52
"31104029";"2021";560;104414.93
"31104045";"2021";522;103636.23
"31104061";"2021";408;121660.87
"31104142";"2021";378.2;60567.92
"31104169";"2021";53;7569.1
"31202012";"2021";572;73221.49
"31202020";"2021";1556.8;146992.95
"31202047";"2021";2512.9;301069.2
"31203027";"2021";164.7;64389.28
"31203086";"2021";145;11751.06
"31204015";"2021";190.2;27369.09
"31204023";"2021";741.8;95435.97
"31204066";"2021";392.4;101888.54
"31205011";"2021";58;15573.01
"31206034";"2021";19777.1;2482222.24
"31206174";"2021";485;79569.19
"31206204";"2021";206.3;127074.38
"31206212";"2021";9661.1;1175815.99
"31206220";"2021";35582.22;8979957.33
"31301010";"2021";438.83;103672.67
"31301029";"2021";23708;1446374.31
"31301045";"2021";5;1083.48
"31301070";"2021";62;8179.94
"31301088";"2021";7863.6;930687.09
"31301096";"2021";1364.29;468509.68
"31301100";"2021";3658;389529.54
"31301118";"2021";738.12;180935.18
"31302017";"2021";15714;1067711.51
"31302076";"2021";66;15798.99
"31302084";"2021";1533.7;409506.74
"31302114";"2021";84.5;25214.97
"31303021";"2021";150459;9498417.77
"31303030";"2021";6040;706979.26
"31303064";"2021";10299.75;962326.98
"31303072";"2021";11499.5;1244550.55
"31303170";"2021";79069.47;38362759.46
"31303196";"2021";58391.7;4647471.04
"31303269";"2021";69284.33;16048929.84
"31303293";"2021";220234.77;61015484.94
"31303307";"2021";4951;1469395.38
"31306047";"2021";62;16638.53
"31401350";"2021";126.42;151558.49
"31402038";"2021";732;122451.59
"31403018";"2021";864;115108.57
"31403026";"2021";168337.8;23894120.39
"31403301";"2021";1068.1;226879.91
"31403328";"2021";548;177753.89
"31405010";"2021";8621;2141265.76
"31601014";"2021";6417111.01;363209588.6
"31602029";"2021";3453;724166.39
"31602070";"2021";22525.9;5769278.86
"31602118";"2021";285054.93;26262655.8
"31602126";"2021";35565.73;8189985.17
"31602185";"2021";1318018.3;121905776.3
"31602207";"2021";11981.5;2899066.37
"31602223";"2021";344;80772.04
"31602231";"2021";1598;453444.16
"31602240";"2021";440737.2;123947156.4
"31602258";"2021";1;160
"31602266";"2021";1;163.52
"31602274";"2021";2;550
"31602282";"2021";31;6820
"31602290";"2021";1369;481011.87
"31602304";"2021";0;0
"31602312";"2021";43511;10360350.24
"31602320";"2021";0;0
"31602339";"2021";2833.7;584508.46
"40101010";"2021";6753966.34;153370106.2
"40202089";"2021";37.83;16307.92
"40202097";"2021";359.67;132747.16
"40202143";"2021";217.5;168723.45
"40202178";"2021";328;186264.54
"40202186";"2021";4916.5;1337702.59
"40202194";"2021";271;99182.91
"40202259";"2021";367;101699.82
"40202267";"2021";194;126172.85
"40202330";"2021";3196;834072.34
"40202348";"2021";99;88781.89
"40202410";"2021";397;76261.64
"40202429";"2021";0;0
"40202437";"2021";0;0
"40202445";"2021";826;239884.42
"40202453";"2021";4463.7;1891270.51
"40202488";"2021";74;5707.49
"40202496";"2021";0;0
"40202518";"2021";1522;1158396.93
"40202534";"2021";7639;1995150.8
"40202542";"2021";251816.44;144089878.8
"40202550";"2021";200203.15;79756988.33
"40202569";"2021";874;193969.25
"40202577";"2021";4690.4;1474499.78
"40202585";"2021";63;37037.23
"40202593";"2021";55;35348.88
"40202607";"2021";17;4139.05
"40202623";"2021";127;45555.73
"40202674";"2021";1355;1834322.57
"40202682";"2021";530;130742.44
"40202704";"2021";41;40589.38
"40202712";"2021";7171;5247642.85
"40401014";"2021";47943;986766.63
"40401022";"2021";7895;1517322.55
"40402010";"2021";2901;632691.02
"40402029";"2021";6956;2115020.84
"40402037";"2021";34183;1829327.17
"40402045";"2021";98817;26396015.44
"40402053";"2021";1940;443649.91
"40402061";"2021";6743;4216031.42
"40402070";"2021";43094;12389166.29
"40402088";"2021";4376;968284.07
"40402096";"2021";17871;4351932.22
"40402100";"2021";552;39568.32
"40402118";"2021";27890;3384659.64
"40402126";"2021";8711;1344461.7
"40402134";"2021";63802;2324847.05
"40402142";"2021";931;170940.16
"40402150";"2021";3;1488.34
"40402169";"2021";13947;2798691.4
"40403939";"2021";46;51430.66
"40403947";"2021";1;110
"40403955";"2021";1;1312.15
"40601072";"2021";0;0
"40601080";"2021";0;0
"40601099";"2021";0;0
"40601102";"2021";0;0
"40710033";"2021";1;255
"40710041";"2021";2393;1520271.08
"40710050";"2021";1545;221455.28
"40710068";"2021";733;135813.38
"40710076";"2021";26;208334.99
"40710084";"2021";62;384645.14
"40710092";"2021";217;815962.12
"40710106";"2021";0;0
"40808190";"2021";0;0
"40808203";"2021";1;357.29
"40808211";"2021";0;0
"40808220";"2021";0;0
"40808238";"2021";22;3488
"40808246";"2021";0;0
"40808254";"2021";8;2450
"40808262";"2021";174;69526.49
"40808270";"2021";0;0
"40808289";"2021";17;41176.68
"40808297";"2021";190;287298.91
"40809102";"2021";16;17057.89
"40809153";"2021";0;0
"40809161";"2021";122983.87;17891133.6
"40809170";"2021";0;0
"40809188";"2021";0;0
"40813053";"2021";30;20608.56
"40813363";"2021";39338.22;15318409.91
"40813410";"2021";106.47;30293.01
"40813428";"2021";63;25097.11
"40813436";"2021";14;11089.91
"40813444";"2021";2;442.19
"40813452";"2021";158;44420.99
"40813460";"2021";24;7956.51
"40813479";"2021";21;8099.4
"40813487";"2021";314;268170.48
"40813495";"2021";21;15287.13
"40813509";"2021";2;651.94
"40813517";"2021";382;249993.61
"40813525";"2021";28;9974.96
"40813533";"2021";1459;434736.66
"40813860";"2021";5;1774.57
"40814092";"2021";3141.17;1925460.88
"40814114";"2021";137;86432.22
"40814130";"2021";20;8268.85
"40814149";"2021";839;174996.66
"40902110";"2021";4133;920726.57
"40902129";"2021";5;1245.23
"41203011";"2021";114341;3269435.45
"41203020";"2021";800;8766473.32
"41203038";"2021";248;2684178.32
"41203046";"2021";304.42;4141422.95
"41203054";"2021";3961;56272310.29
"41203062";"2021";39496;174608657.9
"41203070";"2021";496434;32958388.13
"41203089";"2021";54771;2642565.88
"41203097";"2021";2584;325610.2
"41203100";"2021";331;1294139.29
"41203119";"2021";181;54385.8
"41203127";"2021";129;720827.81
"41203135";"2021";921;6177838.73
"41203143";"2021";8725;2659674.13
"41203151";"2021";3617;165593.16
"41203208";"2021";13;554.17
"41204018";"2021";31333;4361519.89
"41204026";"2021";46705;735810.49
"41204034";"2021";1650;478219.5
"41204042";"2021";5310;5278453.35
"41204050";"2021";2216;419040.09
"41204069";"2021";7925;2116146.2
"41204077";"2021";2170;591871.39
"41204085";"2021";4107;546545.92
"41204093";"2021";1047;171970.81
"41204107";"2021";2482;917865.61
"41205014";"2021";655;1057299.41
"41205022";"2021";1;14280
"41205030";"2021";447;865772.01
"41205073";"2021";2019;4423688
"41205120";"2021";253;415435.89
"41206010";"2021";1059;27141.55
"41206037";"2021";468;160452.44
"41206045";"2021";974;312812.24
"41206053";"2021";425;309544.13
"41206061";"2021";166;40350.04
"41206070";"2021";1579;320704.31
"41301013";"2021";435;8418.82
"41301021";"2021";0;0
"41301030";"2021";0;0
"41301048";"2021";0;0
"41301056";"2021";0;0
"41301064";"2021";0;0
"41301072";"2021";0;0
"41301080";"2021";18;475
"41301102";"2021";49;1428.4
"41301110";"2021";0;0
"41301129";"2021";6;120
"41301137";"2021";0;0
"41301145";"2021";0;0
"41301153";"2021";216.5;328.56
"41301161";"2021";0;0
"41301170";"2021";0;0
"41301200";"2021";1;6
"41301234";"2021";0;0
"41301242";"2021";4;64
"41301250";"2021";6554286.92;208258437.7
"41301269";"2021";2185382.5;231815572.8
"41301277";"2021";0;0
"41301285";"2021";0;0
"41301307";"2021";7;70
"41301315";"2021";514.5;1615.35
"41301323";"2021";5654902;85758966.05
"41301358";"2021";177;13923.2
"41301366";"2021";0;0
"41301374";"2021";18;450
"41301382";"2021";0;0
"41301390";"2021";0;0
"41301420";"2021";269622;6134119.89
"41301439";"2021";108534.4;805719.26
"41301447";"2021";0;0
"41301463";"2021";1;46.18
"41301471";"2021";45434;1358701.59
"41301498";"2021";0;0
"41301536";"2021";0;0
"41301544";"2021";0;0
"41301552";"2021";0;0
"41401018";"2021";0;0
"41401026";"2021";0;0
"41401042";"2021";0;0
"41401107";"2021";0;0
"41401131";"2021";0;0
"41401212";"2021";0;0
"41401220";"2021";0;0
"41401239";"2021";0;0
"41401247";"2021";0;0
"41401263";"2021";0;0
"41401271";"2021";0;0
"41401298";"2021";0;0
"41401301";"2021";0;0
"41401468";"2021";0;0
"41401476";"2021";0;0
"41401484";"2021";0;0
"41401492";"2021";0;0
"41401514";"2021";202853;4104081.77
"41401557";"2021";0;0
"41401581";"2021";0;0
"41501268";"2021";0;0
"50000012";"2021";272050;24577166.1
"50000691";"2021";0;0
"82000239";"2021";873;53051.54
"82000247";"2021";21;2424.96
"82000255";"2021";251;21219.84
"82000263";"2021";189;18959.08
"82000271";"2021";781;22718.98
"82000280";"2021";335;27490.83
"82000298";"2021";1429;135145.14
"82000301";"2021";243;21022.8
"82000743";"2021";57;8394.76
"82000778";"2021";28;3136.73
"82000786";"2021";2218;271337.38
"82000794";"2021";861;95854.49
"82000808";"2021";56;8307.26
"82000883";"2021";26303;485438.08
"82000891";"2021";11595;304971.48
"82000905";"2021";631;45133.82
"82000913";"2021";319;47004.7
"82001022";"2021";1252;32767.55
"82001030";"2021";24230;1435954.89
"82001120";"2021";4;731.83
"82001197";"2021";841;63697.3
"82001375";"2021";62;5783.85
"82001430";"2021";114;17092.14
"82001499";"2021";680;24090.36
"82001510";"2021";40;8785.09
"82001529";"2021";221;43531.31
"82001545";"2021";34;2029.64
"82001553";"2021";347;45358.68
"82001588";"2021";76;33628.68
"82001596";"2021";912;36352.62
"82001618";"2021";271;41190.11
"82001634";"2021";131;24128.55
"82001642";"2021";376;11914.77
"20104464";"2021";4116;756589.85
"20204183";"2021";8;1028.49
"30304156";"2021";5127;5911166.65
"10101039";"2021";32158440.97;2965976574
"30101786";"2021";28292.1;8632362.2
"20103018";"2021";8299;363085.77
"20103026";"2021";1293;34400.99
"20103034";"2021";525;18575.94
"20103042";"2021";2335;40948.8
"20103050";"2021";1562;24712.93
"20103069";"2021";63177;2223771.17
"20103077";"2021";61366;827220.03
"20103093";"2021";824767;15637493
"20103107";"2021";33577;2149185.31
"20103131";"2021";318407;16608716.13
"20103182";"2021";614986;13442638.94
"20103190";"2021";110537;3161894.8
"20103204";"2021";23662;920951.25
"20103212";"2021";400247;12371373.76
"20103220";"2021";730942;23506001.24
"20103239";"2021";84762;1703209.1
"20103247";"2021";31060;993097.47
"20103255";"2021";15377;246819.3
"20103263";"2021";159649;4578046.14
"20103271";"2021";56071;1905145.41
"20103280";"2021";51411;1213433.23
"20103298";"2021";38781;625675.91
"20103301";"2021";660500.7;62005538.82
"20103310";"2021";314318;5863649.78
"20103328";"2021";164925.5;3354883.79
"20103344";"2021";1372743;19997544.7
"20103360";"2021";189085;5130198.87
"20103379";"2021";2689;85635.62
"20103387";"2021";6387;270332.28
"20103395";"2021";6312;167557.64
"20103409";"2021";645980;20210429.97
"20103417";"2021";4487;150331.3
"20103425";"2021";109495;7245950.53
"20103433";"2021";28004;1130035.44
"20103441";"2021";290977;7785486.64
"20103450";"2021";77953;2714882.63
"20103468";"2021";64115;3639130.78
"20103476";"2021";1687016;65050371.17
"20103484";"2021";9019813;154514267.9
"20103492";"2021";9754860;221029891
"20103506";"2021";3934803;78699295.7
"20103514";"2021";6109453;162103371.4
"20103522";"2021";2848089;77973840.26
"20103530";"2021";119407;2428543.47
"20103565";"2021";53437;1820703.72
"20103611";"2021";3836;102943.18
"20103620";"2021";3544;74174.45
"20103638";"2021";201179;7020875.06
"20103646";"2021";671532;98959432.99
"20103654";"2021";175417;4920156.12
"20103662";"2021";2417999.01;43529794.93
"20103670";"2021";1359561;27905762.45
"20103689";"2021";727360;36742363.28
"20103697";"2021";2997;157061.85
"20103700";"2021";147200;4991434.61
"20103719";"2021";919;9617.2
"20103727";"2021";169548;10673045.35
"20103743";"2021";26927;209929.5
"30722241";"2021";103.5;11970.25
"50000055";"2021";465283.46;29636759.28
"50000071";"2021";0;0
"50000080";"2021";2102398.36;162674524.4
"50000101";"2021";0;0
"50000136";"2021";17414;915224.22
"50000144";"2021";1236250.02;67460977.15
"50000160";"2021";6735795.54;226214022.7
"50000195";"2021";3753;118745.09
"50000209";"2021";165823;4851794.08
"50000217";"2021";502449;13809299.71
"50000233";"2021";175977;13642297.63
"50000349";"2021";0;0
"50000365";"2021";0;0
"50000381";"2021";0;0
"50000390";"2021";0;0
"50000403";"2021";0;0
"50000411";"2021";0;0
"50000420";"2021";0;0
"50000454";"2021";0;0
"50000586";"2021";724037.01;33629135.27
"50000608";"2021";0;0
"50000616";"2021";57008547;433298878.4
"50000632";"2021";0;0
"50000659";"2021";3140;159592.68
"50000675";"2021";2608;383693.12
"50000713";"2021";331774;11461228.34
"50000721";"2021";269145;15147679.54
"50000730";"2021";187440;5794827.62
"50000748";"2021";5807;156567.05
"50000756";"2021";21495;707011.14
"50000764";"2021";3370;112103.04
"50000772";"2021";10548;399892.03
"50000780";"2021";2434;344611.76
"50000799";"2021";0;0
"50000802";"2021";0;0
"50000810";"2021";0;0
"50000829";"2021";28;1438.36
"50001000";"2021";0;0
"50001019";"2021";0;0
"50001043";"2021";0;0
"50001051";"2021";0;0
"50001060";"2021";81644;2750380.09
"50001078";"2021";44366;1885521.84
"82001219";"2021";1667;225773.04
"82001235";"2021";0;0
"20104200";"2021";16355;1033022.21
"20104219";"2021";5147099;406180628.7
"20104227";"2021";757777.5;103530967.8
"50000462";"2021";1244665;81743357.61
"50000470";"2021";49257475.43;1503658026
"40301010";"2021";0;0
"40301028";"2021";0;0
"40301036";"2021";0;0
"40301044";"2021";0;0
"40301060";"2021";119;201.42
"40301087";"2021";199;1452.48
"40301109";"2021";1;3.6
"40301117";"2021";0;0
"40301125";"2021";5;18
"40301133";"2021";0;0
"40301141";"2021";0;0
"40301150";"2021";9167084;41411460.2
"40301168";"2021";3;50.2
"40301184";"2021";0;0
"40301192";"2021";0;0
"40301206";"2021";882;317871.68
"40301214";"2021";695;333455.51
"40301222";"2021";8;78.32
"40301230";"2021";6;19.44
"40301249";"2021";0;0
"40301257";"2021";7;33.6
"40301265";"2021";0;0
"40301273";"2021";0;0
"40301281";"2021";2012735;11806226.78
"40301290";"2021";0;0
"40301303";"2021";0;0
"40301311";"2021";0;0
"40301320";"2021";1;58
"40301346";"2021";0;0
"40301354";"2021";4;38.4
"40301362";"2021";4;38.4
"40301370";"2021";0;0
"40301389";"2021";0;0
"40301397";"2021";3708823.31;19281194.18
"40301400";"2021";5378329.02;24066188
"40301419";"2021";115;304.68
"40301427";"2021";13;22.34
"40301435";"2021";3;36
"40301443";"2021";0;0
"40301451";"2021";0;0
"40301460";"2021";0;0
"40301478";"2021";0;0
"40301486";"2021";0;0
"40301494";"2021";0;0
"40301508";"2021";19;177.8
"40301516";"2021";0;0
"40301524";"2021";0;0
"40301540";"2021";0;0
"40301559";"2021";14;25.42
"40301567";"2021";6;14.4
"40301583";"2021";10251789.91;78287026.26
"40301591";"2021";5007703.87;54023294.91
"40301605";"2021";10905059.73;44088685.78
"40301621";"2021";0;0
"40301630";"2021";21475000.15;93703290.85
"40301648";"2021";164;1015.8
"40301656";"2021";196108;6392594.27
"40301664";"2021";29;362
"40301672";"2021";162;43000.5
"40301680";"2021";8;200
"40301699";"2021";0;0
"40301702";"2021";0;0
"40301729";"2021";116;430.36
"40301737";"2021";0;0
"40301745";"2021";0;0
"40301753";"2021";0;0
"40301761";"2021";51;391.74
"40301770";"2021";0;0
"40301788";"2021";46142;939429.59
"40301796";"2021";0;0
"40301800";"2021";0;0
"40301818";"2021";0;0
"40301826";"2021";0;0
"40301834";"2021";0;0
"40301842";"2021";5312319;30262966.4
"40301850";"2021";0;0
"40301869";"2021";3;7.92
"40301877";"2021";0;0
"40301885";"2021";4596427.71;29992508.28
"40301893";"2021";0;0
"40301907";"2021";0;0
"40301915";"2021";0;0
"40301923";"2021";0;0
"40301931";"2021";2080630;10619526.7
"40301940";"2021";0;0
"40301958";"2021";11;29.16
"40301966";"2021";0;0
"40301974";"2021";0;0
"40301982";"2021";0;0
"40301990";"2021";7592991.21;49599238.15
"40302016";"2021";1137211;26221825.69
"40302024";"2021";0;0
"40302032";"2021";265351.01;1937658.25
"40302040";"2021";22579059.07;130871361
"40302059";"2021";0;0
"40302067";"2021";2;9.6
"40302075";"2021";7900162.37;110815323.3
"40302083";"2021";0;0
"40302091";"2021";0;0
"40302105";"2021";0;0
"40302113";"2021";17;1020
"40302121";"2021";0;0
"40302130";"2021";0;0
"40302156";"2021";0;0
"40302164";"2021";44;422.4
"40302180";"2021";0;0
"40302199";"2021";20;37.2
"40302229";"2021";3;5.4
"40302237";"2021";3881783.01;20640735.72
"40302245";"2021";0;0
"40302270";"2021";0;0
"40302288";"2021";0;0
"40302296";"2021";0;0
"40302300";"2021";0;0
"40302318";"2021";10613978.91;50550034.77
"40302326";"2021";0;0
"40302334";"2021";0;0
"40302342";"2021";0;0
"40302350";"2021";0;0
"40302377";"2021";0;0
"40302385";"2021";1532967.1;8627183.02
"40302393";"2021";0;0
"40302407";"2021";0;0
"40302415";"2021";0;0
"40302423";"2021";9649488.92;47081094.29
"40302431";"2021";0;0
