"cd_procedimento";"ano_realizacao";"n_procedimento";"custo_procedimento"
"50001051";"2015";0;0
"50001060";"2015";31;389
"50001078";"2015";0;0
"82001219";"2015";57;2810
"82001235";"2015";1;0
"20104200";"2015";30270;1207816
"20104219";"2015";1446112;60976131
"20104227";"2015";85321;3246090
"50000462";"2015";36448;1262377
"50000470";"2015";259526;7634021
"40301010";"2015";0;0
"40301028";"2015";0;0
"40301036";"2015";0;0
"40301044";"2015";0;0
"40301060";"2015";18;1380
"40301087";"2015";162;13134
"40301109";"2015";151;15319
"40301117";"2015";0;0
"40301125";"2015";4;36
"40301133";"2015";0;0
"40301141";"2015";0;0
"40301150";"2015";59386;243155
"40301168";"2015";0;0
"40301184";"2015";0;0
"40301192";"2015";0;0
"40301206";"2015";0;0
"40301214";"2015";0;0
"40301222";"2015";43;886
"40301230";"2015";0;0
"40301249";"2015";0;0
"40301257";"2015";11;114
"40301265";"2015";0;0
"40301273";"2015";3;1260
"40301281";"2015";9790;66869
"40301290";"2015";1;47
"40301303";"2015";0;0
"40301311";"2015";0;0
"40301320";"2015";0;0
"40301346";"2015";0;0
"40301354";"2015";3;54
"40301362";"2015";2;36
"40301370";"2015";0;0
"40301389";"2015";0;0
"40301397";"2015";16150;111583
"40301400";"2015";25198;117670
"40301419";"2015";173;37498
"40301427";"2015";14;3380
"40301435";"2015";2;75
"40301443";"2015";0;0
"40301451";"2015";0;0
"40301460";"2015";0;0
"40301478";"2015";2;737
"40301486";"2015";1;69
"40301494";"2015";0;0
"40301508";"2015";13;73
"40301516";"2015";0;0
"40301524";"2015";0;0
"40301540";"2015";0;0
"40301559";"2015";20;1418
"40301567";"2015";17;1207
"40301583";"2015";84338;587601
"40301591";"2015";13725;173409
"40301605";"2015";91394;287888
"40301621";"2015";2;14
"40301630";"2015";109117;531297
"40301648";"2015";367;21052
"40301656";"2015";861;30050
"40301664";"2015";107;10742
"40301672";"2015";2;42
"40301680";"2015";5;88
"40301699";"2015";0;0
"40301702";"2015";0;0
"40301729";"2015";107;26460
"40301737";"2015";0;0
"40301745";"2015";0;0
"40301753";"2015";0;0
"40301761";"2015";40;832
"40301770";"2015";0;0
"40301788";"2015";45;513
"40301796";"2015";0;0
"40301800";"2015";0;0
"40301818";"2015";0;0
"40301826";"2015";1;23
"40301834";"2015";0;0
"40301842";"2015";14144;85276
"40301850";"2015";0;0
"40301869";"2015";1;9
"40301877";"2015";2;11
"40301885";"2015";20993;195023
"40301893";"2015";0;0
"40301907";"2015";5;454
"40301915";"2015";0;0
"40301923";"2015";0;0
"40301931";"2015";8328;66982
"40301940";"2015";0;0
"40301958";"2015";21;897
"40301966";"2015";0;0
"40301974";"2015";0;0
"40301982";"2015";0;0
"40301990";"2015";38272;270262
"40302016";"2015";3740;118671
"40302024";"2015";1;44
"40302032";"2015";1045;7643
"40302040";"2015";149562;646988
"40302059";"2015";1;11
"40302067";"2015";0;0
"40302075";"2015";3776904;44650080
"40302083";"2015";0;0
"40302091";"2015";0;0
"40302105";"2015";0;0
"40302113";"2015";32;4807
"40302121";"2015";0;0
"40302130";"2015";0;0
"40302156";"2015";0;0
"40302164";"2015";2;45
"40302180";"2015";0;0
"40302199";"2015";177;24641
"40302229";"2015";5;21
"40302237";"2015";12430;99416
"40302245";"2015";36;9812
"40302270";"2015";0;0
"40302288";"2015";0;0
"40302296";"2015";0;0
"40302300";"2015";0;0
"40302318";"2015";50724;373258
"40302326";"2015";0;0
"40302334";"2015";0;0
"40302342";"2015";0;0
"40302350";"2015";0;0
"40302377";"2015";15;7122
"40302385";"2015";6595;59549
"40302393";"2015";0;0
"40302407";"2015";3;7
"40302415";"2015";0;0
"40302423";"2015";41582;281129
"40302431";"2015";0;0
"40302458";"2015";1;125
"40302474";"2015";0;0
"40302482";"2015";6;102
"40302490";"2015";0;0
"40302504";"2015";74892;406433
"40302512";"2015";79621;472757
"40302520";"2015";109;23437
"40302539";"2015";0;0
"40302547";"2015";90266;450689
"40302555";"2015";0;0
"40302563";"2015";678;7779
"40302571";"2015";136;21501
"40302580";"2015";79893;515505
"40302598";"2015";0;0
"40302601";"2015";4;317
"40302610";"2015";1;63
"40302628";"2015";0;0
"40302636";"2015";3;6
"40302644";"2015";0;0
"40302652";"2015";0;0
"40302679";"2015";0;0
"40302695";"2015";7024;104452
"40302709";"2015";385;4063
"40302717";"2015";0;0
"40302725";"2015";1;400
"40302733";"2015";2413690;39864667
"40302741";"2015";0;0
"40302750";"2015";21927;630486
"40302768";"2015";0;0
"40302776";"2015";26;5892
"40302830";"2015";37998;1486668
"40302881";"2015";0;0
"40302890";"2015";0;0
"40302903";"2015";0;0
"40302946";"2015";0;0
"40303012";"2015";0;0
"40303020";"2015";2;4
"40303039";"2015";0;0
"40303055";"2015";0;0
"40303063";"2015";0;0
"40303071";"2015";0;0
"40303080";"2015";3;8
"40303098";"2015";3;174
"40303101";"2015";0;0
"40303110";"2015";22954;140666
"40303128";"2015";15;115
"40303136";"2015";944076;5161885
"40303144";"2015";0;0
"40303152";"2015";0;0
"40303160";"2015";0;0
"40303179";"2015";0;0
"40303187";"2015";0;0
"40303250";"2015";4000;60263
"40303268";"2015";0;0
"40304019";"2015";10;4507
"40304027";"2015";0;0
"40304035";"2015";0;0
"40304043";"2015";0;0
"40304051";"2015";0;0
"40304060";"2015";1;31
"40304078";"2015";0;0
"40304086";"2015";0;0
"40304094";"2015";1;21
"40304108";"2015";395;1860
"40304116";"2015";0;0
"40304132";"2015";2;4
"40304140";"2015";0;0
"40304159";"2015";1;6
"40304167";"2015";0;0
"40304175";"2015";0;0
"40304183";"2015";0;0
"40304191";"2015";0;0
"40304205";"2015";0;0
"40304213";"2015";0;0
"40304221";"2015";0;0
"40304230";"2015";0;0
"40304248";"2015";0;0
"40304256";"2015";0;0
"40304264";"2015";12;1673
"40304272";"2015";0;0
"40304280";"2015";758;3998
"40304299";"2015";5431;25786
"40304302";"2015";0;0
"40304310";"2015";0;0
"40304337";"2015";1111;15809
"40304345";"2015";32;11162
"40304353";"2015";15;367
"40304361";"2015";195093;1958721
"40304370";"2015";18932;77333
"40304388";"2015";0;0
"40304418";"2015";17;1443
"40304434";"2015";0;0
"40304450";"2015";0;0
"40304469";"2015";0;0
"40304477";"2015";0;0
"40304485";"2015";0;0
"40304493";"2015";2;2186
"40304507";"2015";425;17981
"40304515";"2015";1;131
"40304523";"2015";0;0
"40304531";"2015";17;287
"40304540";"2015";0;0
"40304558";"2015";30;4837
"40304566";"2015";0;0
"40304574";"2015";5;1708
"40304582";"2015";6;12
"40304590";"2015";15971;111891
"40304612";"2015";0;0
"40304620";"2015";0;0
"40304639";"2015";9572;84793
"40304647";"2015";0;0
"40304655";"2015";0;0
"40304671";"2015";0;0
"40304680";"2015";0;0
"40304698";"2015";0;0
"40304701";"2015";2;1706
"40304710";"2015";0;0
"40304728";"2015";7;12803
"40304736";"2015";0;0
"40304752";"2015";0;0
"40304760";"2015";0;0
"40304787";"2015";2;143
"40304809";"2015";3;11695
"40304817";"2015";0;0
"40304825";"2015";0;0
"40304850";"2015";0;0
"40304876";"2015";0;0
"40304884";"2015";25;201
"40304892";"2015";1;42
"40304906";"2015";61;9602
"40304914";"2015";9;744
"40304922";"2015";11340;217817
"40304930";"2015";0;0
"40304949";"2015";0;0
"40304973";"2015";0;0
"40305015";"2015";110;11718
"40305066";"2015";0;0
"40305074";"2015";0;0
"40305082";"2015";0;0
"40305090";"2015";0;0
"40305112";"2015";1;25
"40305120";"2015";0;0
"40305163";"2015";0;0
"40305210";"2015";3;112
"40305228";"2015";12;1053
"40305236";"2015";5;302
"40305279";"2015";0;0
"40305287";"2015";0;0
"40305295";"2015";0;0
"40305341";"2015";2;337
"40305368";"2015";5;547
"40305384";"2015";0;0
"40305406";"2015";3;178
"40305449";"2015";0;0
"40305465";"2015";105;16427
"40305503";"2015";0;0
"40305546";"2015";0;0
"40305554";"2015";0;0
"40305562";"2015";0;0
"40305570";"2015";38;1010
"40305589";"2015";0;0
"40305597";"2015";0;0
"40305627";"2015";0;0
"40305740";"2015";0;0
"40305767";"2015";4603;80788
"40305775";"2015";4;96
"40305783";"2015";0;0
"40306011";"2015";0;0
"40306020";"2015";0;0
"40306046";"2015";0;0
"40306054";"2015";0;0
"40306062";"2015";6;851
"40306070";"2015";1;25
"40306089";"2015";9;1713
"40306097";"2015";0;0
"40306100";"2015";2;26
"40306119";"2015";7;49
"40306127";"2015";6;92
"40306135";"2015";1;17
"40306143";"2015";9;119
"40306151";"2015";10;305
"40306160";"2015";0;0
"40306194";"2015";0;0
"40306208";"2015";1;18
"40306216";"2015";1;50
"40306224";"2015";0;0
"40306232";"2015";0;0
"40306240";"2015";0;0
"40306259";"2015";3;1083
"40306267";"2015";0;0
"40306275";"2015";0;0
"40306283";"2015";0;0
"40306291";"2015";2;241
"40306305";"2015";3;965
"40306313";"2015";2;32
"40306330";"2015";1;18
"40306348";"2015";18;4004
"40306356";"2015";1;15
"40306364";"2015";2;38
"40306372";"2015";0;0
"40306380";"2015";0;0
"40306399";"2015";2;743
"40306402";"2015";1;31
"40306410";"2015";1;31
"40306429";"2015";0;0
"40306437";"2015";91;4397
"40306445";"2015";21;92
"40306453";"2015";0;0
"40306461";"2015";29;908
"40306470";"2015";16;4603
"40306488";"2015";3;7
"40306496";"2015";0;0
"40306500";"2015";0;0
"40306518";"2015";0;0
"40306534";"2015";0;0
"40306542";"2015";0;0
"40306550";"2015";0;0
"40306593";"2015";2;204
"40306607";"2015";80;1289
"40306615";"2015";4;275
"40306623";"2015";1;13
"40306631";"2015";2;723
"40306640";"2015";1;168
"40306658";"2015";0;0
"40306666";"2015";133;4020
"40306674";"2015";25;1709
"40306682";"2015";1;67
"40306690";"2015";0;0
"40306704";"2015";4;52
"40306712";"2015";6;2238
"40306739";"2015";0;0
"40306747";"2015";4;755
"40306755";"2015";0;0
"40306763";"2015";0;0
"40306771";"2015";0;0
"40306780";"2015";0;0
"40306798";"2015";254;19967
"40306801";"2015";0;0
"40306810";"2015";0;0
"40306852";"2015";60;5007
"40306860";"2015";2;275
"40306879";"2015";0;0
"40306887";"2015";0;0
"40306895";"2015";0;0
"40306909";"2015";0;0
"40306917";"2015";13;351
"40306925";"2015";17;596
"40306933";"2015";28;8157
"40306941";"2015";27;4009
"40306950";"2015";4499;132046
"40306968";"2015";3254;105674
"40306976";"2015";1508;45192
"40306984";"2015";57;9787
"40306992";"2015";7762;188521
"40307018";"2015";9963;203971
"40307026";"2015";12618;692197
"40307034";"2015";86;3261
"40307042";"2015";0;0
"40307050";"2015";0;0
"40307069";"2015";0;0
"40307077";"2015";0;0
"40307085";"2015";5;531
"40307093";"2015";117;3310
"40307107";"2015";114;2736
"40307115";"2015";14;392
"40307123";"2015";0;0
"40307140";"2015";0;0
"40307158";"2015";0;0
"40307166";"2015";321;16106
"40307174";"2015";1319;50596
"40307182";"2015";11098;562863
"40307190";"2015";1;51
"40307204";"2015";36;7503
"40307212";"2015";741;29547
"40307220";"2015";26;1195
"40307247";"2015";0;0
"40307255";"2015";16;4551
"40307263";"2015";201;7341
"40307271";"2015";98;2764
"40307280";"2015";19;2697
"40307298";"2015";1;728
"40307301";"2015";14;223
"40307336";"2015";5;917
"40307344";"2015";0;0
"40307352";"2015";1;16
"40307387";"2015";0;0
"40307395";"2015";0;0
"40307409";"2015";0;0
"40307417";"2015";0;0
"40307425";"2015";0;0
"40307433";"2015";1;35
"40307441";"2015";1;35
"40307450";"2015";0;0
"40307468";"2015";0;0
"40307476";"2015";0;0
"40307484";"2015";0;0
"40307492";"2015";0;0
"40307522";"2015";1;25
"40307530";"2015";9;1157
"40307565";"2015";9;378
"40307573";"2015";7;993
"40307581";"2015";2;68
"40307603";"2015";0;0
"40307611";"2015";0;0
"40307620";"2015";0;0
"40307638";"2015";0;0
"40307689";"2015";0;0
"40307697";"2015";2965;44783
"40307700";"2015";2780;78133
"40307719";"2015";61;427
"40307727";"2015";0;0
"40307735";"2015";1077;8450
"40307743";"2015";685;10429
"40307751";"2015";161;2361
"40307760";"2015";12790;67553
"40307794";"2015";0;0
"40307808";"2015";0;0
"40307824";"2015";6472;100959
"40307832";"2015";5444;83557
"40307840";"2015";861;218649
"40307859";"2015";1;24
"40307867";"2015";2;8
"40307875";"2015";21;4142
"40307883";"2015";1;352
"40307905";"2015";0;0
"40307948";"2015";0;0
"40307964";"2015";0;0
"40307972";"2015";2;10
"40307999";"2015";0;0
"40308014";"2015";1;3166
"40308022";"2015";0;0
"40308030";"2015";57;1021
"40308090";"2015";0;0
"40308120";"2015";79;3871
"40308138";"2015";0;0
"40308154";"2015";82;5414
"40308162";"2015";0;0
"40308170";"2015";0;0
"40308235";"2015";0;0
"40308286";"2015";249;10733
"40308294";"2015";3;75
"40308308";"2015";0;0
"40308316";"2015";0;0
"40308340";"2015";1;29
"40308359";"2015";0;0
"40308367";"2015";0;0
"40308383";"2015";282;8897
"40308391";"2015";25254;597099
"40308405";"2015";2;8
"40308413";"2015";0;0
"40308421";"2015";0;0
"40308529";"2015";1;65
"40308553";"2015";14;2701
"40308804";"2015";2;64
"40308901";"2015";0;0
"40309010";"2015";67;4106
"40309029";"2015";0;0
"40309037";"2015";1;1505
"40309045";"2015";22;2200
"40309053";"2015";50;1400
"40309061";"2015";68;27425
"40309070";"2015";4;898
"40309088";"2015";0;0
"40309096";"2015";10;580
"40309100";"2015";1;216
"40309118";"2015";0;0
"40309126";"2015";375;153921
"40309134";"2015";17;2069
"40309142";"2015";0;0
"40309150";"2015";8;3816
"40309169";"2015";10;2416
"40309266";"2015";0;0
"40309304";"2015";0;0
"40309312";"2015";6;332
"40309320";"2015";2;54
"40309401";"2015";0;0
"40309410";"2015";0;0
"40309428";"2015";0;0
"40309436";"2015";0;0
"40309444";"2015";0;0
"40309509";"2015";0;0
"40309517";"2015";0;0
"40309525";"2015";0;0
"40310019";"2015";5;3103
"40310035";"2015";0;0
"40310043";"2015";0;0
"40310051";"2015";59895;478955
"40310060";"2015";65;14111
"40310078";"2015";2;32
"40310086";"2015";0;0
"40310094";"2015";0;0
"40310108";"2015";0;0
"40310116";"2015";1;11
"40310124";"2015";6199;71462
"40310132";"2015";12;10225
"40310140";"2015";24;3329
"40310159";"2015";8;144
"40310167";"2015";0;0
"40310175";"2015";0;0
"40310183";"2015";9;1086
"40310191";"2015";0;0
"40310205";"2015";28;4126
"40310213";"2015";20086;319133
"40310221";"2015";13;674
"40310230";"2015";119;1223
"40310248";"2015";29;11382
"40310256";"2015";57;17320
"40310264";"2015";59;12496
"40310272";"2015";0;0
"40310280";"2015";0;0
"40310299";"2015";0;0
"40310302";"2015";0;0
"40310310";"2015";0;0
"40310329";"2015";0;0
"40310337";"2015";1;169
"40310345";"2015";0;0
"40310361";"2015";0;0
"40310370";"2015";0;0
"40310388";"2015";0;0
"40310400";"2015";14;2110
"40310418";"2015";8126;52256
"40310426";"2015";54;24217
"40310434";"2015";16;611
"40310515";"2015";0;0
"40310540";"2015";1;10
"40310558";"2015";262;10268
"40310566";"2015";0;0
"40310590";"2015";0;0
"40310604";"2015";0;0
"40310612";"2015";0;0
"40310620";"2015";0;0
"40310647";"2015";0;0
"40310671";"2015";0;0
"40310728";"2015";0;0
"40310736";"2015";0;0
"40311015";"2015";0;0
"40311023";"2015";0;0
"40311031";"2015";0;0
"40311040";"2015";0;0
"40311058";"2015";1;49
"40311066";"2015";0;0
"40311074";"2015";0;0
"40311082";"2015";0;0
"40311090";"2015";0;0
"40311104";"2015";1;110
"40311112";"2015";0;0
"40311120";"2015";0;0
"40311139";"2015";0;0
"40311147";"2015";0;0
"40311155";"2015";0;0
"40311163";"2015";2;1519
"40311171";"2015";207;2822
"40311180";"2015";866;2100
"40311198";"2015";0;0
"40311201";"2015";1;2
"40311210";"2015";116966;770371
"40311228";"2015";0;0
"40311236";"2015";0;0
"40311244";"2015";0;0
"40311252";"2015";0;0
"40311279";"2015";0;0
"40311295";"2015";0;0
"40311309";"2015";0;0
"40311317";"2015";0;0
"40311325";"2015";0;0
"40311341";"2015";0;0
"40311350";"2015";0;0
"40311368";"2015";0;0
"40311392";"2015";0;0
"40311430";"2015";0;0
"40311465";"2015";0;0
"40311473";"2015";0;0
"40311503";"2015";0;0
"40312020";"2015";0;0
"40312046";"2015";0;0
"40312054";"2015";0;0
"40312062";"2015";0;0
"40312070";"2015";0;0
"40312097";"2015";0;0
"40312100";"2015";0;0
"40312127";"2015";198;5405
"40312143";"2015";4;125
"40312151";"2015";2198;84477
"40312160";"2015";18484;713195
"40312178";"2015";59786;4571542
"40312194";"2015";14;227
"40312224";"2015";0;0
"40312232";"2015";0;0
"40312240";"2015";0;0
"40312259";"2015";0;0
"40312267";"2015";0;0
"40313018";"2015";0;0
"40313026";"2015";0;0
"40313034";"2015";0;0
"40313042";"2015";0;0
"40313050";"2015";0;0
"40313069";"2015";0;0
"40313077";"2015";0;0
"40313093";"2015";0;0
"40313107";"2015";3;86
"40313115";"2015";0;0
"40313123";"2015";0;0
"40313140";"2015";0;0
"40313158";"2015";0;0
"40313166";"2015";0;0
"40313174";"2015";0;0
"40313182";"2015";0;0
"40313190";"2015";0;0
"40313204";"2015";0;0
"40313212";"2015";0;0
"40313247";"2015";0;0
"40313263";"2015";0;0
"40313280";"2015";0;0
"40313301";"2015";0;0
"40313310";"2015";3;802
"40313328";"2015";61;9130
"40313336";"2015";0;0
"40313344";"2015";1;17
"40314022";"2015";0;0
"40314030";"2015";0;0
"40314049";"2015";0;0
"40314057";"2015";15;2592
"40314065";"2015";0;0
"40314081";"2015";22;15122
"40314090";"2015";2;520
"40314103";"2015";220;64507
"40314111";"2015";10;2550
"40314120";"2015";3;683
"40314138";"2015";48;17264
"40314146";"2015";0;0
"40314154";"2015";8;1344
"40314162";"2015";2;350
"40314170";"2015";0;0
"40314197";"2015";0;0
"40314227";"2015";0;0
"40314235";"2015";0;0
"40314243";"2015";82;13672
"40314251";"2015";0;0
"40314260";"2015";68;11520
"40314278";"2015";29;5002
"40314286";"2015";3;1590
"40314294";"2015";0;0
"40314308";"2015";0;0
"40314359";"2015";0;0
"40314413";"2015";0;0
"40314430";"2015";0;0
"40314448";"2015";0;0
"40314502";"2015";0;0
"40314537";"2015";0;0
"40314545";"2015";0;0
"40314561";"2015";0;0
"40316017";"2015";5;822
"40316025";"2015";0;0
"40316033";"2015";0;0
"40316041";"2015";3;229
"40316050";"2015";4;233
"40316068";"2015";47;11287
"40316076";"2015";16;1817
"40316084";"2015";16;2679
"40316092";"2015";1;18
"40316106";"2015";77;11709
"40316114";"2015";15;1863
"40316122";"2015";123;30286
"40316130";"2015";8805;417817
"40316149";"2015";340;17575
"40316157";"2015";65;1024
"40316165";"2015";1;1505
"40316173";"2015";0;0
"40316181";"2015";0;0
"40316190";"2015";34;6301
"40316203";"2015";4;727
"40316211";"2015";20;618
"40316220";"2015";6;131
"40316238";"2015";0;0
"40316246";"2015";57;3857
"40316254";"2015";4;95
"40316262";"2015";2;61
"40316270";"2015";21549;745835
"40316289";"2015";152;10630
"40316297";"2015";2;524
"40316300";"2015";19;1670
"40316319";"2015";0;0
"40316327";"2015";8;125
"40316335";"2015";78;9503
"40316343";"2015";1;27
"40316351";"2015";158;3152
"40316360";"2015";157;13928
"40316378";"2015";230;45119
"40316386";"2015";0;0
"40316394";"2015";14;2213
"40316408";"2015";42;1385
"40316416";"2015";55;5556
"40316424";"2015";49;24040
"40316432";"2015";0;0
"40316440";"2015";12;738
"40316459";"2015";32;3074
"40316467";"2015";3242;72669
"40316475";"2015";0;0
"40316483";"2015";3;298
"40316491";"2015";807;92591
"40316505";"2015";63;7298
"40316513";"2015";125;7929
"40316521";"2015";1180;102743
"40316530";"2015";24;1846
"40316548";"2015";8522;157722
"40316556";"2015";191;25865
"40316564";"2015";0;0
"40316572";"2015";16308;395888
"40316599";"2015";0;0
"40316602";"2015";0;0
"40316661";"2015";0;0
"40316769";"2015";0;0
"40316785";"2015";0;0
"40316831";"2015";0;0
"40316866";"2015";3;1937
"40316874";"2015";1;234
"40316955";"2015";0;0
"40316963";"2015";0;0
"40317080";"2015";0;0
"40317129";"2015";0;0
"40317137";"2015";0;0
"40317145";"2015";0;0
"40317153";"2015";0;0
"40317161";"2015";0;0
"40317170";"2015";0;0
"40317188";"2015";1;168
"40317196";"2015";0;0
"40317200";"2015";0;0
"40317226";"2015";0;0
"40317250";"2015";0;0
"40317269";"2015";0;0
"40317277";"2015";0;0
"40317285";"2015";0;0
"40317293";"2015";0;0
"40317374";"2015";0;0
"40317390";"2015";0;0
"40317404";"2015";0;0
"40317412";"2015";0;0
"40317420";"2015";0;0
"40317439";"2015";0;0
"40317471";"2015";0;0
"40319032";"2015";0;0
"40319040";"2015";0;0
"40319091";"2015";0;0
"40319113";"2015";0;0
"40319121";"2015";0;0
"40319130";"2015";0;0
"40319148";"2015";0;0
"40319172";"2015";0;0
"40319199";"2015";0;0
"40319229";"2015";0;0
"40319253";"2015";0;0
"40319261";"2015";0;0
"40319270";"2015";0;0
"40319288";"2015";0;0
"40319296";"2015";0;0
"40319318";"2015";0;0
"40319326";"2015";32;7018
"40319334";"2015";0;0
"40319369";"2015";0;0
"40319377";"2015";0;0
"40319385";"2015";0;0
"40319393";"2015";0;0
"40319407";"2015";0;0
"40319415";"2015";0;0
"40319431";"2015";0;0
"40319440";"2015";0;0
"40319458";"2015";0;0
"40319466";"2015";0;0
"40319474";"2015";0;0
"40321029";"2015";0;0
"40321096";"2015";0;0
"40321142";"2015";0;0
"40321207";"2015";0;0
"40321223";"2015";0;0
"40321231";"2015";0;0
"40321312";"2015";0;0
"40321347";"2015";0;0
"40321380";"2015";0;0
"40321410";"2015";0;0
"40321460";"2015";0;0
"40321479";"2015";0;0
"40321509";"2015";0;0
"40321517";"2015";0;0
"40321568";"2015";0;0
"40321614";"2015";0;0
"40321681";"2015";0;0
"40321690";"2015";0;0
"40321703";"2015";0;0
"40321711";"2015";0;0
"40321720";"2015";0;0
"40321738";"2015";0;0
"40321754";"2015";0;0
"40321762";"2015";0;0
"40321770";"2015";0;0
"40321789";"2015";0;0
"40321797";"2015";0;0
"40321800";"2015";0;0
"40321819";"2015";0;0
"40321827";"2015";0;0
"40321916";"2015";0;0
"40321967";"2015";0;0
"40321975";"2015";0;0
"40321983";"2015";0;0
"40322025";"2015";0;0
"40322041";"2015";0;0
"40322050";"2015";0;0
"40322068";"2015";0;0
"40322076";"2015";0;0
"40322084";"2015";0;0
"40322114";"2015";0;0
"40322157";"2015";0;0
"40322165";"2015";0;0
"40322173";"2015";0;0
"40322181";"2015";0;0
"40322190";"2015";0;0
"40322220";"2015";0;0
"40322246";"2015";0;0
"40322270";"2015";0;0
"40322289";"2015";0;0
"40322300";"2015";0;0
"40322319";"2015";0;0
"40322351";"2015";0;0
"40322360";"2015";0;0
"40322378";"2015";0;0
"40322386";"2015";0;0
"40322394";"2015";0;0
"40322408";"2015";0;0
"40322416";"2015";0;0
"40322432";"2015";0;0
"40322467";"2015";0;0
"40322475";"2015";0;0
"40322483";"2015";0;0
"40322491";"2015";0;0
"40322505";"2015";0;0
"40322564";"2015";0;0
"40323030";"2015";0;0
"40323048";"2015";0;0
"40323110";"2015";0;0
"40323153";"2015";0;0
"40323404";"2015";2;245
"40323471";"2015";0;0
"40323480";"2015";0;0
"40323510";"2015";0;0
"40323552";"2015";0;0
"40323595";"2015";0;0
"40323889";"2015";0;0
"40323897";"2015";0;0
"40323900";"2015";0;0
"40323919";"2015";0;0
"40323978";"2015";0;0
"40324052";"2015";0;0
"40324060";"2015";0;0
"40324079";"2015";0;0
"40324125";"2015";0;0
"40324176";"2015";0;0
"40324192";"2015";8;320
"40324265";"2015";0;0
"40324362";"2015";0;0
"40324370";"2015";0;0
"40324389";"2015";0;0
"40324559";"2015";4;156
"40324567";"2015";0;0
"40324591";"2015";0;0
"40324605";"2015";0;0
"40403025";"2015";0;0
"40403068";"2015";1;398
"40403092";"2015";0;0
"40403106";"2015";0;0
"40403122";"2015";18;679
"40403130";"2015";0;0
"40403149";"2015";2;922
"40403157";"2015";4;3674
"40403165";"2015";9;6999
"40403173";"2015";6;74
"40403181";"2015";4;3101
"40403190";"2015";4;2453
"40403203";"2015";4;748
"40403211";"2015";3;139
"40403220";"2015";0;0
"40403238";"2015";0;0
"40403246";"2015";2;467
"40403254";"2015";2;726
"40403262";"2015";547;273697
"40403289";"2015";515;253763
"40403300";"2015";269;25759
"40403319";"2015";115;55914
"40403327";"2015";0;0
"40403335";"2015";0;0
"40403343";"2015";4;1312
"40403351";"2015";34;31255
"40403360";"2015";0;0
"40403378";"2015";0;0
"40403386";"2015";0;0
"40403408";"2015";71;57245
"40403416";"2015";19;836
"40403424";"2015";428;12836
"40403440";"2015";38;476
"40403467";"2015";38;476
"40403483";"2015";38;1596
"40403505";"2015";77;2814
"40403521";"2015";0;0
"40403548";"2015";0;0
"40403564";"2015";0;0
"40403580";"2015";0;0
"40403602";"2015";38;77
"40403629";"2015";0;0
"40403645";"2015";1;216
"40403661";"2015";44;3176
"40403688";"2015";119;932
"40403696";"2015";51;448
"40403700";"2015";1;31
"40403718";"2015";0;0
"40403750";"2015";0;0
"40403769";"2015";0;0
"40403777";"2015";0;0
"40403840";"2015";1;149
"40403890";"2015";525;232963
"40403920";"2015";18;94
"40403963";"2015";0;0
"40403971";"2015";0;0
"40403980";"2015";0;0
"40403998";"2015";0;0
"40404072";"2015";0;0
"40404129";"2015";0;0
"40404404";"2015";0;0
"40404536";"2015";0;0
"40501019";"2015";0;0
"40501027";"2015";0;0
"40501035";"2015";0;0
"40501043";"2015";1;168
"40501051";"2015";4;1248
"40501060";"2015";0;0
"40501078";"2015";0;0
"40501086";"2015";0;0
"40501094";"2015";0;0
"40501108";"2015";0;0
"40501116";"2015";0;0
"40501124";"2015";0;0
"40501132";"2015";0;0
"40501159";"2015";0;0
"40501167";"2015";0;0
"40501175";"2015";0;0
"40501183";"2015";0;0
"40501191";"2015";0;0
"40501205";"2015";0;0
"40501213";"2015";0;0
"40501221";"2015";0;0
"40501230";"2015";0;0
"40501248";"2015";6;8203
"40501256";"2015";0;0
"40501264";"2015";1;1500
"40501272";"2015";0;0
"40501280";"2015";3;434
"40502015";"2015";0;0
"40502040";"2015";0;0
"40502058";"2015";0;0
"40502066";"2015";0;0
"40502074";"2015";0;0
"40502082";"2015";1;1422
"40502090";"2015";0;0
"40502104";"2015";0;0
"40502112";"2015";0;0
"40502120";"2015";0;0
"40502139";"2015";0;0
"40502147";"2015";0;0
"40502155";"2015";0;0
"40502163";"2015";0;0
"40502171";"2015";1;2706
"40502180";"2015";0;0
"40502198";"2015";0;0
"40502201";"2015";1;3109
"40502228";"2015";0;0
"40502236";"2015";1;2498
"40502244";"2015";0;0
"40503011";"2015";0;0
"40503020";"2015";0;0
"40503038";"2015";0;0
"40503046";"2015";0;0
"40503054";"2015";0;0
"40503062";"2015";0;0
"40503089";"2015";0;0
"40503097";"2015";0;0
"40503100";"2015";0;0
"40503119";"2015";0;0
"40503127";"2015";0;0
"40503143";"2015";0;0
"40503151";"2015";0;0
"40503160";"2015";0;0
"40503178";"2015";0;0
"40503186";"2015";0;0
"40503194";"2015";0;0
"40503208";"2015";0;0
"40503216";"2015";0;0
"40503232";"2015";0;0
"40503240";"2015";0;0
"40503259";"2015";0;0
"40503267";"2015";0;0
"40503275";"2015";0;0
"40503283";"2015";0;0
"40503313";"2015";0;0
"40503348";"2015";0;0
"40503356";"2015";0;0
"40503364";"2015";0;0
"40503372";"2015";13;2912
"40503380";"2015";0;0
"40503399";"2015";0;0
"40503402";"2015";0;0
"40503410";"2015";0;0
"40503429";"2015";0;0
"40503437";"2015";0;0
"40503445";"2015";0;0
"40503453";"2015";1;195
